ORG_CODE,ORG_NAME,Month,LEFT_DEPARTMENT_ECDS_RATE,LEFT_DEPARTMENT_TOTAL,MSITAE_COMPARISON_ECDS,MSITAE_COMPARISON_ECDS_RATE,MSITAE_COMPARISON_MSITAE,TIME_TO_INITIAL_ASSESSMENT_95,TIME_TO_INITIAL_ASSESSMENT_DENOM,TIME_TO_INITIAL_ASSESSMENT_MEDIAN,TIME_TO_TREATMENT_95,TIME_TO_TREATMENT_DENOM,TIME_TO_TREATMENT_MEDIAN,TOTAL_TIME_95,TOTAL_TIME_95_ADMITTED,TOTAL_TIME_95_NON_ADM,TOTAL_TIME_DENOM,TOTAL_TIME_DENOM_ADMITTED,TOTAL_TIME_DENOM_NON_ADM,TOTAL_TIME_MEDIAN,TOTAL_TIME_MEDIAN_ADMITTED,TOTAL_TIME_MEDIAN_NON_ADM,UNPLANNED_REATTENDANCES,UNPLANNED_REATTENDANCES_DENOM,UNPLANNED_REATTENDANCES_RATE,Year,Total Attendances,Year_Start
NNF,CITY HEALTH CARE PARTNERSHIP CIC,2024-02-01,3.76569037656903,450.0,11950.0,0.0,0.0,2.29999999999999,35.0,1.0,117.0,11500.0,21.0,276.0,299.5,275.149999999999,11950.0,370.0,11580.0,107.0,94.0,107.0,250.0,6790.0,3.68188512518409,2023-24,26321069,2023-04-01
RH5,SOMERSET NHS FOUNDATION TRUST,2024-02-01,1.23307543520309,255.0,20680.0,98.5231062410671,20992.0,31.0,3330.0,8.0,277.0,18850.0,75.0,504.0,726.0,478.0,20675.0,2220.0,18455.0,158.0,220.0,152.0,1675.0,19120.0,8.76046025104602,2023-24,26321069,2023-04-01
RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2024-02-01,6.67996011964107,335.0,5015.0,100.0,5014.0,18.0,395.0,3.0,330.0,4670.0,86.0,443.399999999999,665.099999999999,429.0,5015.0,245.0,4765.0,172.0,230.0,168.0,415.0,4955.0,8.37537840565085,2023-24,26321069,2023-04-01
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2024-02-01,3.39522546419098,320.0,9425.0,99.158337716991,9506.0,52.0,2125.0,13.0,188.0,9105.0,50.0,1058.0,1319.5,540.25,9425.0,2610.0,6815.0,211.0,468.0,180.0,790.0,8800.0,8.97727272727272,2023-24,26321069,2023-04-01
F4I4D,WHITEGATE DRIVE HEALTH CENTRE,2024-02-01,1.19850187265917,80.0,6675.0,0.0,0.0,,,,220.0,6485.0,54.5,222.0,277.55,221.0,6565.0,0.0,6560.0,55.0,251.5,55.0,705.0,6440.0,10.94720497,2023-24,26321069,2023-04-01
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2024-02-01,2.43243243243243,225.0,9250.0,64.0138408304498,14450.0,16.0,2890.0,5.0,194.0,8945.0,53.0,1029.5,1203.14999999999,580.399999999999,9250.0,3360.0,5895.0,189.0,327.0,158.0,580.0,9180.0,6.31808278867102,2023-24,26321069,2023-04-01
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,2024-02-01,2.61437908496732,160.0,6120.0,104.258943781942,5871.0,11.7,0.0,9.0,111.0,5900.0,18.0,166.0,171.499999999999,166.0,6120.0,260.0,5860.0,62.0,62.0,62.0,435.0,5765.0,7.54553339115351,2023-24,26321069,2023-04-01
NX1,OPEROSE HEALTH (GROUP) UK LIMITED,2024-02-01,0.0,0.0,530.0,0.0,0.0,,,,369.0,525.0,59.0,374.549999999999,113.8,374.799999999999,530.0,0.0,525.0,73.0,104.0,72.0,10.0,250.0,4.0,2023-24,26321069,2023-04-01
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-02-01,13.4929906542056,2310.0,17120.0,66.70563024,25664.0,20.0,4135.0,5.0,495.0,12670.0,88.0,1802.0,2380.25,861.0,17110.0,5135.0,11975.0,247.0,610.0,215.0,1315.0,13655.0,9.63017209813255,2023-24,26321069,2023-04-01
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2024-02-01,7.40461847389558,1475.0,19920.0,100.251635631605,19872.0,39.0,2675.0,8.0,321.0,17605.0,48.0,549.95,753.0,483.0,19920.0,3650.0,16270.0,161.0,239.5,150.0,1615.0,17945.0,8.99972137085539,2023-24,26321069,2023-04-01
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2024-02-01,2.32290708371665,505.0,21740.0,88.9525368248772,24442.0,37.0,3845.0,4.0,1137.0,15590.0,72.0,1692.39999999999,2061.54999999999,1319.0,21695.0,7250.0,14445.0,364.0,239.0,401.0,1875.0,17035.0,11.0067508071617,2023-24,26321069,2023-04-01
NLO24,YORK HOSPITAL URGENT CARE CENTRE,2024-02-01,1.12994350282485,10.0,885.0,0.0,0.0,,,,199.0,55.0,64.0,900.949999999997,184.5,921.549999999996,870.0,10.0,860.0,106.5,75.5,107.5,0.0,605.0,0.0,2023-24,26321069,2023-04-01
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2024-02-01,7.93754066363044,1220.0,15370.0,103.016085790884,14922.0,52.0,2335.0,9.0,355.0,12490.0,73.0,652.549999999999,354.9,658.699999999998,15370.0,425.0,14945.0,169.0,60.0,173.0,1210.0,13505.0,8.95964457608293,2023-24,26321069,2023-04-01
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,2024-02-01,0.180831826401446,10.0,5530.0,97.6169461606354,5666.0,24.0,0.0,13.0,,,,711.6,67.85,712.0,5445.0,0.0,5440.0,143.0,49.0,143.0,,,,2023-24,26321069,2023-04-01
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-02-01,10.4972375690607,665.0,6335.0,32.9518855656697,19224.0,29.0,2265.0,6.0,421.949999999999,4960.0,86.0,2699.89999999999,3084.0,1307.19999999999,6325.0,2515.0,3810.0,335.0,628.0,285.0,540.0,6260.0,8.62619808306709,2023-24,26321069,2023-04-01
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2024-02-01,6.11970410221923,910.0,14870.0,52.7866524671636,28171.0,72.0,940.0,11.0,530.0,8240.0,135.0,1443.94999999999,1763.0,1006.5,14840.0,7210.0,7630.0,232.0,235.0,228.0,2245.0,14465.0,15.5202212236432,2023-24,26321069,2023-04-01
NLO08,SCARBOROUGH URGENT CARE CENTRE,2024-02-01,1.7391304347826,20.0,1150.0,0.0,0.0,,,,122.549999999999,1010.0,33.0,216.0,204.0,217.849999999999,1150.0,110.0,1040.0,82.0,78.0,83.0,30.0,985.0,3.04568527918781,2023-24,26321069,2023-04-01
NTPAN,PRACTICE PLUS GROUP URGENT TREATMENT CENTRE - SOUTHAMPTON,2024-02-01,0.285986653956148,15.0,5245.0,0.0,0.0,19.0,0.0,19.0,120.5,0.0,60.5,310.0,,310.0,5240.0,,5240.0,128.0,,128.0,,,,2023-24,26321069,2023-04-01
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2024-02-01,5.22388059701492,385.0,7370.0,69.9572852396772,10533.0,28.0,1995.0,6.0,348.0,6005.0,97.0,1797.19999999999,2742.14999999999,761.0,7355.0,2270.0,5085.0,245.0,653.5,198.0,415.0,6045.0,6.86517783291976,2023-24,26321069,2023-04-01
RVJ,NORTH BRISTOL NHS TRUST,2024-02-01,6.01987142022209,515.0,8555.0,99.47674419,8599.0,18.0,2590.0,3.0,331.649999999999,7390.0,98.0,775.399999999999,1049.94999999999,534.0,8555.0,2860.0,5690.0,224.0,320.0,199.0,485.0,7750.0,6.25806451612903,2023-24,26321069,2023-04-01
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2024-02-01,2.44530244530244,190.0,7770.0,101.040312093628,7690.0,76.1499999999998,1520.0,12.0,124.0,6495.0,22.0,1022.54999999999,1521.0,502.649999999999,7770.0,2060.0,5710.0,194.0,437.0,164.0,680.0,7640.0,8.90052356020942,2023-24,26321069,2023-04-01
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,2024-02-01,0.0,0.0,530.0,0.0,0.0,,,,106.649999999999,530.0,27.5,163.549999999999,123.0,164.0,530.0,20.0,510.0,58.5,83.0,58.0,30.0,505.0,5.94059405940594,2023-24,26321069,2023-04-01
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,2024-02-01,8.91472868217054,115.0,1290.0,89.8954703832752,1433.0,,,,350.0,990.0,115.0,377.599999999999,461.75,371.499999999999,1290.0,45.0,1245.0,145.0,196.5,141.0,130.0,1225.0,10.6122448979591,2023-24,26321069,2023-04-01
NTV0B,ASHFORD WALK-IN-CENTRE,2024-02-01,0.0,0.0,2360.0,99.5780590717299,2369.0,,,,,,,257.0,,257.0,2360.0,,2360.0,118.0,,118.0,,,,2023-24,26321069,2023-04-01
NQT5H,PAULTON MEMORIAL HOSPITAL,2024-02-01,1.96078431372549,15.0,765.0,94.4444444444444,812.0,9.0,0.0,9.0,150.899999999999,745.0,40.0,183.75,171.0,183.799999999999,765.0,40.0,725.0,73.0,53.0,73.0,30.0,670.0,4.4776119402985,2023-24,26321069,2023-04-01
RJN,EAST CHESHIRE NHS TRUST,2024-02-01,6.43564356435643,260.0,4040.0,97.2322503008423,4156.0,36.4499999999999,790.0,4.5,430.0,3745.0,96.5,1515.29999999999,2616.64999999999,721.849999999999,4030.0,970.0,3060.0,253.5,648.5,219.0,310.0,3765.0,8.23373173970783,2023-24,26321069,2023-04-01
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2024-02-01,4.4909415667262,880.0,19595.0,95.8894054318571,20436.0,78.0,2880.0,17.0,364.0,14915.0,35.0,938.0,3031.34999999999,601.0,18525.0,2730.0,15790.0,115.0,220.5,104.0,1640.0,15235.0,10.7646865769609,2023-24,26321069,2023-04-01
NIT03,SELLY OAK HEALTH CENTRE,2024-02-01,0.0,0.0,4360.0,0.0,0.0,,,,,,,384.0,,384.0,4340.0,,4340.0,108.5,,108.5,,,,2023-24,26321069,2023-04-01
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2024-02-01,7.62626262626262,755.0,9900.0,91.9647004180213,10766.0,131.0,1430.0,24.0,480.0,6400.0,148.0,1150.0,1624.69999999999,757.0,9895.0,1695.0,8200.0,218.0,693.5,181.0,605.0,7380.0,8.19783197831978,2023-24,26321069,2023-04-01
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-02-01,5.98896769109535,380.0,6345.0,80.8795411089866,7845.0,43.0,1620.0,9.0,321.0,5865.0,40.0,945.799999999999,1342.25,682.099999999999,6345.0,1345.0,5000.0,236.0,423.0,213.0,530.0,6200.0,8.54838709677419,2023-24,26321069,2023-04-01
NQT5G,URGENT CARE CENTRE,2024-02-01,,,,,,,,,192.0,2605.0,56.0,,,,,,,,,,,,,2023-24,26321069,2023-04-01
RN7,DARTFORD AND GRAVESHAM NHS TRUST,2024-02-01,3.09888579387186,445.0,14360.0,99.6184530003468,14415.0,36.0,2200.0,9.0,290.299999999999,8235.0,75.0,994.049999999999,1362.99999999999,863.0,14360.0,970.0,13390.0,180.0,336.5,178.0,575.0,8795.0,6.53780557134735,2023-24,26321069,2023-04-01
K3O1X,MALTON URGENT TREATMENT CENTRE,2024-02-01,0.0,0.0,775.0,0.0,0.0,,,,248.149999999999,95.0,79.5,176.599999999999,125.6,176.799999999999,775.0,0.0,775.0,65.0,95.0,65.0,25.0,690.0,3.6231884057971,2023-24,26321069,2023-04-01
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2024-02-01,7.93401413982717,2020.0,25460.0,100.493388592855,25335.0,33.0,3615.0,6.0,412.0,15855.0,102.0,838.0,1303.0,613.0,24795.0,3525.0,21270.0,194.0,479.0,178.0,1905.0,14720.0,12.9415760869565,2023-24,26321069,2023-04-01
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2024-02-01,5.92734225621414,775.0,13075.0,100.0,13077.0,70.0,3265.0,11.0,508.0,12255.0,104.0,757.0,1114.54999999999,577.899999999999,13075.0,2630.0,10445.0,194.0,353.0,170.0,1165.0,12520.0,9.30511182108626,2023-24,26321069,2023-04-01
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2024-02-01,5.22439585730724,1135.0,21725.0,70.7424291761641,30709.0,22.0,5400.0,5.0,370.0,17510.0,114.0,998.0,1282.0,574.0,21725.0,6060.0,15665.0,229.0,414.0,214.0,1485.0,19440.0,7.63888888888888,2023-24,26321069,2023-04-01
NXL03,URGENT CARE CENTRE,2024-02-01,0.0,0.0,1385.0,0.0,0.0,,,,,,,151.799999999999,,151.799999999999,1365.0,,1365.0,47.0,,47.0,,,,2023-24,26321069,2023-04-01
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-02-01,5.56481172942352,835.0,15005.0,94.9984172206394,15793.0,125.799999999999,2425.0,16.0,407.899999999999,13885.0,84.0,1451.69999999999,2829.79999999999,633.0,14965.0,3135.0,11835.0,198.0,512.0,181.0,1340.0,14350.0,9.33797909407665,2023-24,26321069,2023-04-01
DJV01,HERNE BAY HEALTH CARE LTD,2024-02-01,0.0,0.0,2370.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2023-24,26321069,2023-04-01
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2024-02-01,4.12078152753108,580.0,14075.0,99.6107572540693,14131.0,40.0,3350.0,8.0,278.049999999999,13480.0,32.0,678.0,905.449999999999,505.0,14075.0,3210.0,10865.0,201.0,383.0,181.5,1025.0,13545.0,7.56736803248431,2023-24,26321069,2023-04-01
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2024-02-01,2.97899027908435,475.0,15945.0,99.9686520376175,15951.0,67.0,1840.0,19.0,234.0,15255.0,41.0,429.0,705.599999999999,315.0,15945.0,2265.0,13680.0,88.0,243.0,80.0,1460.0,15305.0,9.53936622,2023-24,26321069,2023-04-01
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2024-02-01,7.06260032102728,880.0,12460.0,101.177425903369,12317.0,76.25,3715.0,14.0,464.949999999998,10660.0,125.0,655.0,769.0,583.049999999999,12455.0,3015.0,9440.0,231.0,341.0,207.0,1090.0,11075.0,9.841986456,2023-24,26321069,2023-04-01
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,2024-02-01,1.18343195266272,30.0,2535.0,91.1870503597122,2780.0,412.25,0.0,279.5,0.0,2505.0,0.0,213.349999999999,190.499999999999,214.0,2535.0,230.0,2300.0,76.0,62.0,78.0,85.0,2075.0,4.09638554216867,2023-24,26321069,2023-04-01
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2024-02-01,3.47171643602816,715.0,20595.0,100.024283632831,20590.0,46.0,3175.0,15.0,331.0,19660.0,41.0,530.25,614.0,457.0,20595.0,6305.0,14295.0,81.0,171.0,71.0,2965.0,20340.0,14.5771878072763,2023-24,26321069,2023-04-01
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2024-02-01,5.84733893557422,835.0,14280.0,60.8047690014903,23484.0,71.0,4090.0,10.0,398.0,10785.0,134.0,1002.0,1284.0,652.799999999999,14275.0,4190.0,10085.0,234.0,518.0,209.0,900.0,12555.0,7.168458781362,2023-24,26321069,2023-04-01
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2024-02-01,0.0,0.0,17765.0,102.95566502463,17253.0,41.0,3610.0,6.0,360.0,14615.0,107.0,1305.0,2116.35,745.699999999998,17760.0,2855.0,14905.0,209.0,510.5,192.0,1630.0,17620.0,9.25085130533484,2023-24,26321069,2023-04-01
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2024-02-01,6.86412787964268,1460.0,21270.0,99.5087719298245,21374.0,35.0,4425.0,7.0,329.0,19440.0,89.0,1089.79999999999,1745.0,604.0,21225.0,5030.0,16190.0,192.0,369.0,174.0,2080.0,20845.0,9.978412089,2023-24,26321069,2023-04-01
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2024-02-01,6.59077291791491,550.0,8345.0,60.8236151603498,13721.0,38.2999999999999,1935.0,8.0,294.0,7565.0,103.0,785.5,992.0,558.0,8345.0,2070.0,6275.0,222.0,399.0,197.0,630.0,8245.0,7.64099454214675,2023-24,26321069,2023-04-01
Q0C6J,BRACKNELL URGENT TREATMENT CENTRE,2024-02-01,0.0,0.0,1635.0,0.0,0.0,,,,203.149999999999,780.0,79.5,246.0,,246.0,1615.0,,1615.0,101.0,,101.0,,,,2023-24,26321069,2023-04-01
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,2024-02-01,7.0716228467815,780.0,11030.0,99.909420289855,11038.0,41.0,1760.0,13.0,489.0,6895.0,145.0,867.549999999999,1365.8,596.0,11030.0,2615.0,8415.0,188.0,333.0,171.0,935.0,10985.0,8.5116067364588,2023-24,26321069,2023-04-01
RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2024-02-01,4.39024390243902,450.0,10250.0,100.244498777506,10225.0,46.0,2230.0,10.0,424.0,9760.0,68.0,1152.64999999999,1556.79999999999,552.0,10250.0,2155.0,8095.0,176.5,576.0,149.0,865.0,9470.0,9.13410770855332,2023-24,26321069,2023-04-01
R1F,ISLE OF WIGHT NHS TRUST,2024-02-01,1.96078431372549,80.0,4080.0,73.9130434782608,5519.0,18.0,1425.0,2.0,181.0,3770.0,50.0,1314.0,1649.0,698.25,4080.0,945.0,3135.0,224.0,585.5,191.0,380.0,3810.0,9.97375328083989,2023-24,26321069,2023-04-01
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,2024-02-01,0.0,0.0,5370.0,38.8707926167209,13815.0,174.75,1925.0,19.0,495.099999999999,5160.0,169.0,1472.19999999999,1830.19999999999,783.0,5365.0,2180.0,3185.0,347.0,455.0,312.0,460.0,5350.0,8.59813084112149,2023-24,26321069,2023-04-01
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,2024-02-01,0.0,0.0,2000.0,148.698884758364,1347.0,177.0,0.0,177.0,,,,682.249999999999,,682.249999999999,1970.0,,1970.0,150.0,,150.0,,,,2023-24,26321069,2023-04-01
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2024-02-01,6.99916177703269,835.0,11930.0,95.7079823505816,12463.0,87.0,2190.0,21.0,1472.0,10150.0,22.0,1258.39999999999,1611.0,728.0,11925.0,3245.0,8685.0,226.0,488.0,199.0,950.0,11285.0,8.41825431989366,2023-24,26321069,2023-04-01
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,2024-02-01,6.36292223095051,810.0,12730.0,200.0,6366.0,11.9,40.0,4.0,61.0,11850.0,6.0,297.0,334.599999999999,295.0,12715.0,1175.0,11540.0,117.0,100.0,119.0,860.0,11620.0,7.40103270223752,2023-24,26321069,2023-04-01
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2024-02-01,4.75126903553299,1170.0,24625.0,99.83782688,24663.0,42.1999999999998,3695.0,5.0,221.0,23455.0,16.0,536.0,891.0,362.45,24625.0,4630.0,19990.0,175.0,240.0,159.0,2170.0,23265.0,9.32731571029443,2023-24,26321069,2023-04-01
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2024-02-01,7.627795527,955.0,12520.0,99.6815286624203,12559.0,36.0,1620.0,10.0,255.0,10625.0,57.0,605.0,1025.0,466.0,12520.0,2445.0,10075.0,197.0,268.0,190.0,1190.0,11685.0,10.1839965768078,2023-24,26321069,2023-04-01
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2024-02-01,6.27352572145545,500.0,7970.0,100.125628140703,7961.0,100.099999999999,2060.0,9.0,343.199999999999,7355.0,83.0,819.0,1230.69999999999,542.0,7950.0,2355.0,5595.0,213.0,340.0,184.0,475.0,7690.0,6.17685305591677,2023-24,26321069,2023-04-01
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-02-01,6.44067796610169,855.0,13275.0,73.8115095913261,17985.0,131.0,3515.0,20.0,461.0,10625.0,97.0,683.0,829.0,557.0,13275.0,3620.0,9655.0,177.0,364.0,144.0,890.0,11565.0,7.69563337656722,2023-24,26321069,2023-04-01
S4K9Q,PARTNERSHIP OF EAST LONDON COOPERATIVES,2024-02-01,0.183871815077488,35.0,19035.0,0.0,0.0,9.0,45.0,3.0,96.0,0.0,96.0,345.0,200.399999999999,345.0,17860.0,0.0,17855.0,150.0,143.0,150.0,0.0,35.0,0.0,2023-24,26321069,2023-04-01
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2024-02-01,5.96330275229357,715.0,11990.0,99.5847176079734,12040.0,83.0,2745.0,12.0,306.5,9750.0,66.0,1554.7,1997.0,902.899999999999,11975.0,3370.0,8605.0,212.0,343.0,196.0,1015.0,11550.0,8.78787878787878,2023-24,26321069,2023-04-01
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2024-02-01,6.63478780633592,555.0,8365.0,100.0,8365.0,60.0,2210.0,10.0,425.0,7455.0,112.0,603.0,716.5,502.0,8365.0,2685.0,5680.0,217.0,293.0,189.0,615.0,8285.0,7.42305371152685,2023-24,26321069,2023-04-01
NQT,HCRG CARE LTD,2024-02-01,1.875,60.0,3200.0,0.0,0.0,,,,429.0,470.0,34.0,545.5,36.0,545.599999999999,3195.0,0.0,3195.0,121.0,36.0,121.0,0.0,55.0,0.0,2023-24,26321069,2023-04-01
W5R9N,BLACKPOOL VICTORIA URGENT CARE CENTRE,2024-02-01,0.0,0.0,2105.0,0.0,0.0,90.5,45.0,21.5,289.799999999999,25.0,135.0,177.0,174.5,177.0,2045.0,0.0,2045.0,53.0,107.0,53.0,0.0,0.0,0.0,2023-24,26321069,2023-04-01
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,2024-02-01,3.9258932509925,445.0,11335.0,100.0,11336.0,75.1,20.0,42.5,165.0,9355.0,33.0,225.0,227.0,225.0,11335.0,400.0,10935.0,110.0,96.0,111.0,540.0,9285.0,5.81583198707592,2023-24,26321069,2023-04-01
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-02-01,4.62310357185521,1935.0,41855.0,98.0210772833723,42701.0,42.0,6115.0,6.0,418.0,23950.0,86.0,883.0,1253.0,577.0,41845.0,9745.0,32100.0,196.0,405.0,174.0,3350.0,32180.0,10.4101926662523,2023-24,26321069,2023-04-01
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2024-02-01,6.31970260223048,850.0,13450.0,84.8580441640378,15849.0,101.0,2695.0,9.0,335.949999999998,11260.0,82.5,696.0,1179.5,685.0,13445.0,165.0,13280.0,210.0,418.5,209.0,1090.0,12980.0,8.397534669,2023-24,26321069,2023-04-01
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,2024-02-01,5.72825707300034,820.0,14315.0,88.2280431432973,16226.0,6.0,4000.0,1.0,415.0,11945.0,78.0,778.0,1091.0,580.0,14315.0,3650.0,10665.0,211.0,394.0,173.0,980.0,12870.0,7.61460761460761,2023-24,26321069,2023-04-01
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,2024-02-01,6.32295719844357,650.0,10280.0,99.6124031,10322.0,22.0,1335.0,6.0,263.0,9110.0,98.0,714.0,564.0,745.349999999999,10270.0,1815.0,8455.0,241.0,248.0,237.0,1060.0,9920.0,10.6854838709677,2023-24,26321069,2023-04-01
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2024-02-01,3.774350649,930.0,24640.0,100.509891902916,24515.0,35.0,4635.0,7.0,294.0,20985.0,72.0,1562.0,3116.0,625.0,24460.0,4395.0,20060.0,150.0,376.0,138.0,2795.0,22610.0,12.3617868199911,2023-24,26321069,2023-04-01
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2024-02-01,4.03272939801285,345.0,8555.0,99.8249708284714,8568.0,45.0,2090.0,10.0,329.0,8205.0,100.0,720.0,1024.69999999999,481.55,8555.0,2805.0,5750.0,227.0,336.0,193.0,645.0,8415.0,7.664884135,2023-24,26321069,2023-04-01
NQT5F,SKELMERSDALE WALK IN CENTRE,2024-02-01,2.92553191489361,55.0,1880.0,99.73474801061,1887.0,,,,185.399999999999,1755.0,64.0,213.0,184.9,213.0,1880.0,30.0,1845.0,95.0,77.0,95.5,90.0,1735.0,5.18731988472622,2023-24,26321069,2023-04-01
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,2024-02-01,4.97695852534562,540.0,10850.0,99.7242647058823,10880.0,45.0,1635.0,4.0,356.0,10285.0,114.0,975.75,1738.75,513.0,10845.0,2285.0,8560.0,212.0,357.0,199.0,920.0,10680.0,8.61423220973782,2023-24,26321069,2023-04-01
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,2024-02-01,0.0,0.0,3680.0,109.198813056379,3370.0,,,,,,,,,,,,,,,,,,,2023-24,26321069,2023-04-01
DX802,ERDINGTON HEALTH AND WELLBEING WALK IN CENTRE,2024-02-01,0.0,0.0,2005.0,0.0,0.0,,,,,,,257.699999999999,215.3,257.849999999999,2005.0,0.0,2005.0,158.0,209.0,158.0,0.0,0.0,0.0,2023-24,26321069,2023-04-01
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2024-02-01,15.0287356321839,2615.0,17400.0,99.5708154506437,17474.0,459.0,3530.0,75.0,524.0,14560.0,111.0,1209.0,1987.04999999999,853.0,17400.0,3495.0,13905.0,256.0,554.5,226.0,1585.0,17100.0,9.26900584795321,2023-24,26321069,2023-04-01
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,2024-02-01,5.774341628,1195.0,20695.0,100.120948234155,20671.0,61.0,4030.0,7.0,358.45,17670.0,88.0,626.0,856.55,478.0,20675.0,4730.0,15945.0,173.0,343.0,145.0,2120.0,20275.0,10.4562268803945,2023-24,26321069,2023-04-01
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2024-02-01,6.02357985,1405.0,23325.0,85.0966800437796,27412.0,29.0,4855.0,7.0,290.349999999998,21135.0,73.0,879.0,1383.0,525.0,23280.0,5470.0,17810.0,171.0,419.5,150.0,1825.0,21440.0,8.51212686567164,2023-24,26321069,2023-04-01
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2024-02-01,7.63454317897371,610.0,7990.0,100.503144654088,7952.0,128.0,2135.0,28.0,362.5,6585.0,102.0,839.5,1003.0,557.199999999999,7950.0,2675.0,5275.0,215.0,372.0,187.0,580.0,7865.0,7.3744437380801,2023-24,26321069,2023-04-01
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2024-02-01,7.265306122,890.0,12250.0,100.0,12250.0,28.0,2680.0,7.0,414.5,2210.0,89.0,2338.75,3177.0,1282.79999999999,12225.0,2720.0,9505.0,240.0,945.0,191.0,550.0,9355.0,5.87920897915553,2023-24,26321069,2023-04-01
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,2024-02-01,6.93481276005547,250.0,3605.0,99.8614958448753,3610.0,,,,241.299999999999,3355.0,76.0,267.0,239.0,270.0,3605.0,490.0,3115.0,110.0,75.0,114.0,235.0,3315.0,7.08898944193061,2023-24,26321069,2023-04-01
